# name-stuff given names
# format: name|gender|frequency|tags
#
Alaija|F|2|modern
Alaijah|F|3|modern
Alaila|F|3|modern
Alailah|F|2|modern
Alain|M|4|modern
Alaina|F|6|modern
Alainah|F|3|modern
Alaine|F|4|4
Alainna|F|3|modern
Alaira|F|2|modern
Alaisa|F|2|modern
Alaisha|F|3|modern
Alaiya|F|4|4
Alaiyah|F|4|4
Alaiza|F|2|modern
Alaja|F|2|modern
Alajah|F|3|modern
Alakai|M|3|3
Alam|M|2|modern
Alamin|M|2|modern
Alan|M|9|9
Alana|F|7|modern
Alanah|F|4|modern
Alanda|F|3|3
Alando|M|2|2
Alandra|F|3|modern
Alandria|F|2|modern
Alane|U|4|4
Alanea|F|2|modern
Alanee|F|2|modern
Alani|F|6|6
Alania|F|3|modern
Alanie|F|3|modern
Alanii|F|2|2
Alanis|F|4|modern
Alanmichael|M|2|modern
Alann|M|2|modern
Alanna|F|6|modern
Alannah|F|5|modern
Alanni|F|3|3
Alannie|F|2|modern
Alannis|F|2|modern
Alanny|F|2|2
Alano|M|2|modern
Alanson|M|2|vintage
Alante|M?|3|modern
Alantis|F|2|modern
Alany|F|3|modern
Alanya|F|2|modern
Alanys|F|2|modern
Alanzo|M|2|modern
Alara|F|4|4
Alaria|F|2|modern
Alaric|M|4|modern
Alarik|M|2|modern
Alasdair|M|2|modern
Alasha|F|2|modern
Alashia|F|2|modern
Alasia|F|4|modern
Alaska|F|4|4
Alassane|M|2|modern
Alastair|M|4|modern
Alaster|M|2|modern
Alastor|M|2|2
Alauna|F|3|modern
Alauni|F|2|2
Alaura|F|4|modern
Alaya|F|6|6
Alayah|F|6|modern
Alayasia|F|2|modern
Alaycia|F|2|modern
Alayha|F|2|modern
Alayia|F|3|modern
Alayiah|F|3|modern
Alayja|F|2|modern
Alayjah|F|3|modern
Alayla|F|4|modern
Alaylah|F|2|modern
Alayna|F|6|modern
Alaynah|F|4|modern
Alayne|F?|4|4
Alaynna|F|3|modern
Alaysha|F|4|modern
Alayshia|F|3|modern
Alaysia|F|5|modern
Alaysiah|F|2|modern
Alayssa|F|2|modern
Alayza|F|2|modern
Alayzia|F|2|modern
Alayziah|F|2|modern
Alazae|F|2|modern
Alazar|M|2|modern
Alazay|F|2|modern
Alazia|F|2|modern
Alazne|F|2|modern
Alba|F|5|modern
Alban|M|3|modern
Albany|F|3|modern
Albaraa|M|2|modern
Albaro|M|3|modern
Albeiro|M|2|modern
Alben|M|2|vintage
Albena|F|2|vintage
Albert|M|9|vintage
Alberta|F|7|vintage
Albertha|F|5|vintage
Albertia|F|2|vintage
Albertina|F|4|vintage
Albertine|F|4|vintage
Alberto|M|7|modern
Albertus|M|2|vintage
Albi|M|2|modern
Albie|U|2|2
Albin|M|4|vintage
Albina|F|4|vintage
Albino|M|4|vintage
Albion|M|3|vintage
Albirda|F|2|vintage
Albirta|F|2|vintage
Alcario|M|2|2
Alcee|M|2|vintage
Alcide|M|4|vintage
Alcides|M|3|modern
Alcie|F|2|vintage
Alda|F|4|vintage
Aldahir|M|2|modern
Aldair|M|4|modern
Aldan|M|2|modern
Aldea|F|2|vintage
Aldean|U|3|vintage
Alden|M|6|modern
Aldena|F|2|vintage
Aldene|F|2|vintage
Alder|M|4|4
Aldin|M|3|modern
Aldina|F|2|vintage
Aldine|F?|3|vintage
Aldo|M|6|modern
Aldon|M|4|vintage
Aldona|F|3|vintage
Aldonia|F|2|vintage
Aldora|F|3|vintage
Aldous|M|2|modern
Aldric|M|3|modern
Aldrich|M|3|modern
Aldrick|M|2|modern
Aldrin|M|3|modern
Aldwin|M|2|modern
Aldwyn|M|1|1
Aldyn|U|2|modern
Alea|F|4|modern
Aleah|F|6|modern
Aleaha|F|3|modern
Alean|F|4|vintage
Aleana|F|3|modern
Aleanna|F|2|modern
Alease|F|4|vintage
Aleasha|F|3|modern
Aleatha|F|3|vintage
Aleaya|F|2|modern
Aleayah|F|2|modern
Alec|M|7|modern
Alecea|F|2|modern
Alecia|F|6|modern
Aleck|M|4|modern
Alecsander|M|2|modern
Alecxander|M|2|modern
Aleczander|M|4|modern
Aled|M|1|1
Aleda|F|4|vintage
Alee|F?|3|modern
Aleea|F|3|modern
Aleeah|F|4|modern
Aleece|F|3|modern
Aleecia|F|3|modern
Aleeha|F|2|modern
Aleem|M|3|modern
Aleen|F|4|modern
Aleena|F|6|modern
Aleenah|F|2|modern
Aleene|F|3|vintage
Aleera|F|2|modern
Aleesa|F|3|modern
Aleese|F|2|modern
Aleesha|F|4|modern
Aleesia|F|3|modern
Aleeya|F|4|modern
Aleeyah|F|4|modern
Aleeza|F|4|modern
Alegandra|F|2|modern
Alegandro|M|2|modern
Alegend|M|2|2
Alegra|F|2|modern
Alegria|F|2|modern
Aleia|F|4|4
Aleiah|F|3|modern
Aleida|F|4|modern
Aleigh|F|3|modern
Aleigha|F|4|modern
Aleighna|F|2|modern
Aleila|F|2|modern
Aleina|F|3|modern
Aleisa|F|2|2
Aleisha|F|4|modern
Aleister|M|3|modern
Aleiya|F|2|modern
Aleiyah|F|3|modern
Aleja|F|2|modern
Alejah|F|2|modern
Alejandra|F|7|modern
Alejandria|F|2|modern
Alejandrina|F|4|modern
Alejandro|M|8|modern
Alejo|M|3|modern
Alek|M|4|modern
Aleka|F|2|modern
Alekai|M|2|2
Alekhya|F|2|modern
Aleks|M|2|modern
Aleksa|F?|3|modern
Aleksandar|M|4|modern
Aleksander|M|4|modern
Aleksandr|M|4|modern
Aleksandra|F|4|modern
Aleksei|M|2|modern
Aleksey|M|3|modern
Aleksi|M?|2|modern
Aleksia|F|2|modern
Alekxander|M|2|modern
Alekzander|M|4|modern
Aleli|F|2|modern
Alem|M|2|modern
Alen|M|4|modern
Alena|F|6|modern
Alenah|F|2|modern
Alencia|F|2|modern
Alene|F|5|vintage
Aleni|F|2|modern
Alenna|F|3|modern
Aleph|M|2|2
Alera|F|2|modern
Aleria|F|2|modern
Aleric|M|2|modern
Alesa|F|3|3
Alesana|F|2|modern
Alesandra|F|3|modern
Alesandro|M|2|modern
Alese|F|3|modern
Alesha|F|5|modern
Aleshia|F|4|modern
Alesia|F|5|5
Alessa|F|4|modern
Alessandra|F|6|modern
Alessandria|F|2|modern
Alessandro|M|6|modern
Alessi|F|3|3
Alessia|F|5|5
Alessio|M|4|4
Alesso|M|2|2
Aleta|F|5|5
Aletha|F|5|vintage
Alethea|F|4|4
Aletheia|F|3|modern
Alethia|F|4|4
Aletta|F|4|modern
Alette|F|2|modern
Alex|U|9|modern
Alexa|F|8|modern
Alexah|F|3|modern
Alexandar|M|3|modern
Alexande|M|2|modern
Alexander|M|10|modern
Alexandera|F|2|modern
Alexanderia|F|3|modern
Alexanderjames|M|2|modern
Alexandr|U|3|modern
Alexandra|F|8|modern
Alexandre|M|5|modern
Alexandrea|F|5|modern
Alexandria|F|8|modern
Alexandrina|F|2|modern
Alexandro|M|5|modern
Alexandros|M|4|modern
Alexandru|M|3|modern
Alexandrya|F|2|modern
Alexas|F|3|modern
Alexavier|M|4|modern
Alexcia|F|4|modern
Alexcis|F|2|modern
Alexea|F|2|modern
Alexei|M?|4|modern
Alexes|F?|3|modern
Alexey|M|3|modern
Alexi|U|5|modern
Alexia|F|6|modern
Alexiah|F|2|modern
Alexiana|F|2|modern
Alexianna|F|2|modern
Alexias|F|2|modern
Alexie|F?|4|modern
Alexina|F|2|vintage
Alexine|F|2|vintage
Alexio|M|2|modern
Alexios|M|2|2
Alexis|F?|9|modern
Alexiss|F|3|modern
Alexius|F?|4|modern
Alexiya|F|2|modern
Alexiz|U|3|modern
Alexsa|F|3|modern
Alexsander|M|4|modern
Alexsandra|F|4|modern
Alexsandria|F|2|modern
Alexsandro|M|2|modern
Alexsia|F|2|modern
Alexsis|F?|4|modern
Alexsys|F|2|modern
Alexus|F|6|modern
Alexx|U|3|modern
Alexxa|F|3|modern
Alexxander|M|2|modern
Alexxia|F|2|modern
Alexxis|F|4|modern
Alexxus|F|2|modern
Alexy|U|3|modern
Alexya|F|2|modern
Alexys|F?|4|modern
Alexyss|F|3|modern
Alexza|F|2|modern
Alexzander|M|5|modern
Alexzandra|F|4|modern
Alexzandrea|F|2|modern
Alexzandria|F|4|modern
Alexzia|F|2|modern
Aleya|F|4|modern
Aleyah|F|4|modern
Aleyda|F|4|modern
Aleyna|F|4|modern
Aleynah|F|2|modern
Aleysha|F|3|modern
Aleysia|F|2|modern
Aleyssa|F|2|modern
Aleyza|F|2|modern
Alezander|M|2|modern
Alezandra|F|2|modern
Alf|M|4|vintage
Alfa|F?|2|vintage
Alferd|M|3|vintage
Alfie|M?|4|4
Alfio|M|2|vintage
Alfons|M|2|vintage
Alfonsa|M?|2|2
Alfonse|M|4|vintage
Alfonso|M|6|modern
Alfonza|M|4|4
Alfonzia|M|2|2
Alfonzo|M|5|5
Alford|M|4|vintage
Alfred|M|8|vintage
Alfreda|F|6|6
Alfredia|F|4|4
Alfredo|M|7|modern
Alfreida|F|2|2
Alfretta|F|2|vintage
Alfrieda|F|3|vintage
Alga|F|2|vintage
Alger|M|3|vintage
Algernon|M|3|3
Algia|U|2|vintage
Algie|M?|4|vintage
Algis|M|2|2
Alhaji|M|2|modern
Alhasan|M|2|modern
Alhassan|M|2|modern
Ali|U|6|modern
Alia|F|6|modern
Aliah|F|5|modern
Aliahna|F|2|modern
Alian|M|2|2
Aliana|F|5|modern
Alianah|F|2|modern
Aliani|F|2|modern
Alianna|F|5|modern
Aliannah|F|3|modern
Alianny|F|2|modern
Aliany|F|2|modern
Alianys|F|2|modern
Alias|M|4|4
Aliayah|F|2|modern
Alic|M|2|modern
Alica|F|4|modern
Alice|F|10|vintage
Alicea|F|4|modern
Alicen|F|4|modern
Aliceson|F|2|modern
Alicha|F|2|2
Alichia|F|2|modern
Alicia|F|8|modern
Aliciana|F|2|modern
Alicianna|F|2|modern
Alicja|F|2|modern
Alick|M|1|1
Alicya|F|2|modern
Alicyn|F|3|modern
Alida|F|4|4
Alie|F?|3|modern
Aliea|F|2|modern
Aliena|F|2|modern
Aliene|F|3|vintage
Aliese|F|2|modern
Aliesha|F|3|modern
Alieu|M|2|modern
Alif|M|2|modern
Aliha|F|2|modern
Alija|U|2|modern
Alijah|M|6|modern
Alik|M|2|modern
Alika|U|4|modern
Alikai|M|2|2
Alila|F|2|modern
Alilah|F|2|2
Alim|M|3|modern
Alima|F|2|modern
Alin|F?|3|modern
Alina|F|6|modern
Alinah|F|3|modern
Alinda|F|3|3
Aline|F|6|vintage
Alinna|F|3|modern
Aliou|M|2|modern
Alioune|M|2|modern
Alira|F|2|modern
Alireza|M|2|modern
Alis|F|2|modern
Alisa|F|6|6
Alisabeth|F|2|modern
Alisah|F|2|modern
Alisandra|F|2|modern
Aliscia|F|2|modern
Alisdair|M|1|1
Alise|F|4|modern
Alisen|F|2|modern
Alisha|F|7|modern
Alishba|F|3|modern
Alishea|F|2|modern
Alishia|F|4|modern
Alisia|F|4|modern
Alison|U|8|modern
Alissa|F|6|modern
Alissah|F|2|modern
Alissandra|F|2|modern
Alisse|F|2|modern
Alissia|F|3|modern
Alisson|F|5|modern
Alistair|M|4|modern
Alistaire|M|1|1
Alistar|M|2|modern
Alister|M|4|modern
Alisyn|F|3|modern
Alita|F|4|4
Alithia|F|2|modern
Alitza|F|2|modern
Alitzel|F|4|4
Alivea|F|2|modern
Alivia|F|6|modern
Aliviah|F|4|modern
Aliviana|F|2|modern
Aliviya|F|2|modern
Aliviyah|F|2|modern
Alivya|F|2|modern
Alix|F?|4|modern
Alixander|M|2|modern
Alixandra|F|3|modern
Alixandrea|F|1|modern
Alixandria|F|3|modern
Aliya|F|6|modern
Aliyah|F|6|modern
Aliyan|M?|2|2
Aliyana|F|4|modern
Aliyanah|F|2|modern
Aliyanna|F|3|modern
Aliyas|M|2|2
Aliyha|F|2|modern
Aliyyah|F|2|modern
Aliz|F|2|modern
Aliza|F|6|modern
Alizabeth|F|4|modern
Alizae|F|4|modern
Alizah|F|4|modern
Alizay|F|4|modern
Alizaya|F|2|modern
Alize|F|5|modern
Alizea|F|2|modern
Alizee|F|3|modern
Alizeh|F|2|modern
Alizey|F|2|modern
Alizia|F|2|modern
Alizon|F|2|modern
Alka|F|2|vintage
Alla|F|4|vintage
Allah|M?|2|2
Allahna|F|2|modern
Allaina|F|2|modern
Allan|M|7|7
Allana|F|4|modern
Allanah|F|3|modern
Allani|F|2|modern
Allanna|F|2|modern
Allannah|F|2|modern
Allante|M?|3|modern
Allard|M|2|vintage
Allayah|F|2|modern
Allayna|F|3|modern
Alle|F|2|modern
Allea|F|2|modern
Alleah|F|2|modern
Allean|F|4|vintage
Allecia|F|2|modern
Allee|F|4|modern
Alleen|F|3|vintage
Allegra|F|4|modern
Alleigh|F|3|modern
Allen|M|9|9
Allena|F|4|modern
Allene|F|5|vintage
Allenmichael|M|2|modern
Allesandra|F|2|modern
Allesha|F|2|modern
Allessandra|F|2|modern
Alleta|F|2|vintage
Allex|U|2|modern
Allexa|F|2|modern
Allexis|F|2|modern
Allexus|F|2|modern
Alley|F|4|modern
Alleyah|F|2|modern
Alleyne|F|2|vintage
Alli|F|4|modern
Allia|F|2|modern
Alliah|F|3|modern
Alliana|F|3|modern
Allianna|F|2|modern
Allice|F|2|vintage
Allicia|F|3|modern
Allie|F?|7|modern
Alliene|F|2|vintage
Allin|M|2|vintage
Allina|F|2|modern
Alline|F|4|vintage
Allis|F|2|modern
Allisa|F|4|modern
Allisen|F|2|modern
Allisha|F|3|modern
Allison|F|9|modern
Allissa|F|4|modern
Allisson|F|4|modern
Allister|M|4|modern
Allisyn|F|4|modern
Allix|F|2|modern
Alliya|F|2|modern
Alliyah|F|4|modern
Allizon|F|2|modern
Allon|M|2|2
Allona|F|2|modern
Allora|F|2|modern
Allura|F|3|modern
Allure|F|3|modern
Ally|U|6|modern
Allyah|F|2|modern
Allyana|F|2|modern
Allyanna|F|2|modern
Allyce|F|2|modern
Allycia|F|2|modern
Allye|F|2|modern
Allyiah|F|2|modern
Allyn|F?|5|5
Allyna|F|2|modern
Allyne|F|3|vintage
Allysa|F|4|modern
Allyse|F|3|modern
Allysen|F|3|modern
Allysha|F|3|modern
Allysia|F|3|modern
Allyson|F|7|modern
Allyssa|F|5|modern
Allyssia|F|2|modern
Allysson|F|2|modern
Alma|F|8|vintage
Almadelia|F|2|modern
Almarie|F|2|vintage
Almarosa|F|2|modern
Almas|F?|2|2
Almath|F|1|1
Almeda|F|4|vintage
Almedia|F|3|vintage
Almee|F|2|2
Almena|F|2|vintage
Almendra|F|2|modern
Almer|U|3|vintage
Almeta|F|4|vintage
Almeter|F|2|vintage
Almetta|F|2|vintage
Almin|M|2|modern
Almina|F|2|modern
Almir|M|2|modern
Almira|F|4|vintage
Almon|M|4|vintage
Almond|M|3|vintage
Almus|M|2|vintage
Almyra|F|2|vintage
Alnisa|F|2|2
Alnita|F|2|2
Aloha|F|3|vintage
Alois|M?|4|vintage
Aloise|F?|2|vintage
Alok|M|2|modern
Aloma|F|3|3
Alon|M|4|modern
Alona|F|4|modern
Alonah|F|2|modern
Alonda|F|3|3
Alondra|F|6|modern
Alondria|F|2|modern
Aloni|F|3|modern
Alonia|F|2|modern
Alonna|F|4|modern
Alonnah|F|2|modern
Alonni|F|2|modern
Alonnie|F|2|modern
Alonso|M|6|modern
Alontae|M|2|modern
Alonte|M|2|modern
Alonza|M|4|4
Alonzo|M|6|modern
Alora|F|6|6
Alorah|F|3|3
Alori|F|2|2
Aloria|F|2|2
Aloura|F|2|2
Aloys|M|2|vintage
Aloysius|M|5|vintage
Aloysuis|M|2|vintage
Alp|M|2|modern
Alpha|F|5|vintage
Alpheus|M|3|vintage
Alphia|F|2|vintage
Alphonsa|M|2|2
Alphonse|M|6|vintage
Alphonso|M|6|6
Alphonsus|M|2|vintage
Alphonza|M|3|3
Alphonzo|M|4|4
Alphus|M|2|vintage
Alquan|M|2|modern
Alric|M|2|modern
Alrick|M|2|modern
Alroy|M|2|2
Alsha|F|2|2
Alsie|F|2|vintage
Alson|M|3|vintage
Alston|M|4|modern
Alta|F|6|vintage
Altagracia|F|3|3
Altair|U|2|modern
Altamese|F|2|vintage
Altan|M|2|modern
Altariq|M|2|modern
Alter|M|2|modern
Altha|F|4|vintage
Althea|F|6|6
Althia|F|2|2
Altie|F|3|vintage
Altin|M|2|modern
Alto|M?|3|vintage
Alton|M|6|vintage
Altonio|M|2|2
Altovise|F|2|2
Alucard|M|2|2
Aluel|F|1|modern
Alun|M|3|3
Aluna|F|2|2
Alura|F|3|modern
Alva|U|6|vintage
Alvah|M|4|vintage
Alvan|M|4|vintage
Alvaro|M|6|modern
Alveda|F|2|vintage
Alveena|F|2|modern
Alven|M|2|vintage
Alvena|F|4|vintage
Alvenia|F|2|2
Alver|M|2|vintage
Alvera|F|4|vintage
Alverda|F|3|vintage
Alveria|F|2|2
Alverna|F|3|vintage
Alverta|F|4|vintage
Alverto|M|2|modern
Alvester|M|2|2
Alveta|F|2|vintage
Alvey|M|2|vintage
Alvia|U|3|vintage
Alvie|M|4|vintage
Alvilda|F|2|vintage
Alvin|M|8|vintage
Alvina|F|6|vintage
Alvine|F|2|vintage
Alvino|M|4|4
Alvira|F|3|vintage
Alvis|M|5|vintage
Alvita|F|2|2
Alvon|M|2|vintage
Alvy|M|2|vintage
Alwilda|F|2|vintage
Alwin|M|3|vintage
Alwyn|M|3|vintage
Aly|U|4|modern
Alya|F|4|4
Alyaan|M|2|modern
Alyah|F|4|modern
Alyan|M|2|modern
Alyana|F|4|modern
Alyanah|F|2|modern
Alyanna|F|4|modern
Alyannah|F|2|modern
Alyas|M|2|modern
Alyce|F|6|vintage
Alycea|F|2|modern
Alycia|F|6|modern
Alyda|F|2|modern
Alydia|F|3|modern
Alyene|F|2|vintage
Alyia|F|3|modern
Alyiah|F|4|modern
Alyissa|F|2|modern
Alyjah|M?|2|modern
Alyla|F|2|modern
Alylah|F|2|modern
Alyn|F?|3|modern
Alyna|F|4|modern
Alynah|F|2|modern
Alyne|F|3|vintage
Alynn|F|2|modern
Alynna|F|3|modern
Alyona|F|2|modern
Alyra|F|2|modern
Alyria|F|2|modern
Alyric|F|2|modern
Alyrica|F|2|modern
Alys|F|4|vintage
Alysa|F|5|modern
Alysah|F|2|modern
Alysandra|F|2|modern
Alyscia|F|2|modern
Alyse|F|5|modern
Alysen|F|2|modern
Alysha|F|5|modern
Alyshia|F|4|modern
Alysia|F|5|modern
Alyson|F|6|modern
Alyss|F|2|modern
Alyssa|F|9|modern
Alyssabeth|F|2|modern
Alyssah|F|3|modern
Alyssamarie|F|2|modern
Alyssandra|F|3|modern
Alysse|F|4|modern
Alyssia|F|4|modern
Alysson|F|4|modern
Alyus|M|2|2
Alyvia|F|5|modern
Alyviah|F|2|modern
Alyx|F?|4|modern
Alyxander|M|2|modern
Alyxandra|F|3|modern
Alyxandria|F|3|modern
Alyxis|F|2|modern
Alyza|F|4|modern
Alyzabeth|F|2|modern
Alyzae|F|2|modern
Alyzah|F|2|modern
Alyze|F|2|modern
Alyzza|F|2|modern
Alzada|F|2|vintage
Alzina|F|2|vintage
Ama|F|4|modern
Amaal|F|2|modern
Amaan|M|4|modern
Amaani|F|2|modern
Amaar|M|2|modern
Amabel|F|2|modern
Amad|M|2|modern
Amada|F|4|modern
Amadea|F|2|modern
Amadeo|M|4|4
Amadeus|M|4|modern
Amadi|U|2|2
Amado|M|4|4
Amador|M|4|modern
Amadou|M|4|modern
Amadu|M|2|modern
Amahd|M|2|modern
Amahia|F|2|2
Amahri|U|2|modern
Amai|F?|2|2
Amaia|F|4|4
Amaiah|F|3|modern
Amair|M|2|modern
Amaira|F|3|3
Amairah|F|2|2
Amairani|F|4|modern
Amairany|F|4|modern
Amais|M|2|2
Amaiya|F|4|modern
Amaiyah|F|3|modern
Amaka|F|2|modern
Amal|F?|4|modern
Amala|F|2|modern
Amalee|F|2|modern
Amali|F|2|2
Amalia|F|6|modern
Amaliah|F|2|modern
Amalie|F|4|modern
Amalio|M|2|modern
Amaliya|F|2|modern
Amalya|F|2|modern
Amamda|F|2|modern
Aman|M?|4|modern
Amana|F|2|modern
Amanada|F|2|modern
Amanat|F|2|2
Amand|F|2|modern
Amanda|F|10|modern
Amandalee|F|2|modern
Amandeep|U|2|modern
Amando|M?|4|modern
Amanee|F|2|modern
Amani|F|6|modern
Amanie|F|2|modern
Amanii|F|2|modern
Amanpreet|F?|2|modern
Amante|M|2|modern
Amantha|F|2|modern
Amanuel|M|3|modern
Amany|F|2|modern
Amar|M?|5|modern
Amara|F|6|6
Amarachi|F|3|modern
Amarachukwu|F|2|modern
Amarah|F|4|modern
Amaranta|F|2|modern
Amare|M?|5|modern
Amarea|F|2|modern
Amaree|U|4|modern
Amari|U|7|modern
Amaria|F|4|modern
Amariah|F|4|modern
Amarian|M|2|modern
Amariana|F|4|modern
Amarianna|F|3|modern
Amarie|F?|4|modern
Amarien|M|2|modern
Amarii|U|4|modern
Amarilis|F|3|modern
Amarilys|F|2|modern
Amario|M|2|modern
Amarion|M|4|modern
Amariona|F|2|modern
Amarionna|F|2|modern
Amaris|F?|5|modern
Amarisa|F|2|modern
Amarise|F|2|modern
Amarissa|F|3|modern
Amarius|M|2|modern
Amariya|F|3|modern
Amariyah|F|3|modern
Amariyana|F|2|modern
Amariz|F|2|modern
Amaro|M|2|modern
Amarra|F|2|modern
Amarrah|F|2|modern
Amarri|U|3|modern
Amarria|F|2|modern
Amarrion|M|2|modern
Amaru|M|3|modern
Amary|F?|2|2
Amarya|F|2|modern
Amaryah|F|2|modern
Amarylis|F|2|modern
Amaryllis|F|4|modern
Amarys|F|2|modern
Amatullah|F|2|modern
Amaura|F|2|modern
Amauri|U|4|modern
Amauria|F|2|modern
Amaurie|U|2|modern
Amaury|M|4|modern
Amavi|U|2|2
Amay|M|2|modern
Amaya|F|6|modern
Amayah|F|5|modern
Amayia|F|2|modern
Amayiah|F|2|modern
Amayra|F|2|2
Amayrani|F|3|modern
Amayrany|F|2|modern
Amazi|M?|2|2
Amaziah|M?|3|modern
Amazin|F?|2|modern
Amazing|F?|2|modern
Amazyn|F|2|2
Ambar|F|4|modern
Amber|F|9|modern
Amberle|F|2|modern
Amberlea|F|2|modern
Amberlee|F|4|modern
Amberleigh|F|3|modern
Amberley|F|3|modern
Amberlie|F|2|modern
Amberlin|F|2|modern
Amberly|F|5|modern
Amberlyn|F|4|modern
Amberlynn|F|4|modern
Amberrose|F|2|modern
Ambers|M|2|vintage
Ambert|F|2|modern
Ambika|F|2|modern
Ambra|F|3|modern
Ambre|F|3|modern
Ambrea|F|2|modern
Ambree|F|2|modern
Ambreen|F|2|modern
Ambria|F|4|modern
Ambrie|F|2|modern
Ambriel|F|2|modern
Ambriella|F|2|modern
Ambrielle|F|3|modern
Ambrose|M|6|6
Ambrosia|F|4|modern
Ambrosio|M|3|vintage
Ambry|F|2|modern
Ambur|F|2|modern
Ambyr|F|2|modern
Amdrew|M|2|modern
Ame|F|2|2
Amea|F|2|modern
Ameah|F|2|modern
Amedeo|M|3|vintage
Amee|F|4|4
Ameen|M|4|modern
Ameena|F|4|modern
Ameenah|F|3|modern
Ameer|M|5|modern
Ameera|F|4|modern
Ameerah|F|4|modern
Amei|F|2|2
Ameia|F|2|modern
Ameila|F|3|modern
Ameilia|F|2|modern
Ameir|M|3|modern
Ameira|F|2|modern
Ameka|F|2|2
Amel|U|4|modern
Amela|F|2|modern
Amelda|F|2|vintage
Ameli|F|2|2
Amelia|F|9|modern
Ameliah|F|3|modern
Ameliana|F|2|modern
Ameliarose|F|2|modern
Amelie|F|5|modern
Amelio|M|3|3
Ameliya|F|2|modern
Ameliyah|F|2|modern
Amellia|F|3|modern
Amely|F|2|modern
Amelya|F|3|modern
Amen|U|4|modern
Amena|F|4|modern
Amenadiel|M|2|2
Amenah|F|2|modern
Amenda|F|2|modern
Amer|M|4|modern
Amera|F|4|modern
Amerah|F|2|modern
Amere|M?|4|modern
Ameri|F?|2|2
Ameria|F|3|modern
Ameriah|F|2|modern
America|F|6|modern
Americo|M|4|vintage
Americus|F?|3|modern
Amerie|F|4|modern
Amerigo|M|2|vintage
Amerika|F|2|modern
Ameris|F?|2|modern
Amery|M|3|modern
Ames|M|4|modern
Amesha|F|2|modern
Ameshia|F|2|modern
Amethyst|F|4|modern
Amey|F?|3|3
Ameya|F?|4|modern
Ameyah|F|2|modern
Amhlaoibh|M|1|1
Ami|F|5|5
Amia|F|5|modern
Amiah|F|4|modern
Amias|M|4|4
Amiaya|F|2|modern
Amicia|F|2|2
Amie|F|6|6
Amiee|F|4|4
Amiel|M|4|modern
Amier|M|3|modern
Amiera|F|2|modern
Amiere|M?|2|modern
Amiir|M|2|2
Amiira|F|2|2
Amijah|F|2|modern
Amika|F|2|2
Amil|M?|4|modern
Amila|F|4|modern
Amilah|F|2|modern
Amilcar|M|3|modern
Amilee|F|2|modern
Amilia|F|4|modern
Amiliah|F|2|modern
Amiliana|F|2|modern
Amiliano|M|2|modern
Amilio|M|2|modern
Amillia|F|3|modern
Amilliana|F|2|modern
Amillion|U|2|modern
Amillya|F|2|modern
Amily|F|2|modern
Amilya|F|3|modern
Amilyah|F|2|modern
Amin|M|4|modern
Amina|F|6|modern
Aminah|F|5|modern
Aminata|F|4|modern
Amine|M|2|modern
Aminta|F|2|2
Amir|M|7|modern
Amira|F|6|modern
Amiracle|F|4|modern
Amirah|F|6|modern
Amire|M?|3|modern
Amiree|F?|2|2
Amiri|U|4|4
Amiria|F|2|modern
Amirion|M|2|2
Amiris|M?|2|2
Amirr|M|2|modern
Amirra|F|2|modern
Amirrah|F|2|modern
Amisadai|F|2|modern
Amish|M|2|modern
Amisha|F|3|modern
Amit|M?|4|modern
Amita|F|2|2
Amitai|M|2|modern
Amity|F|4|4
Amiya|F|5|modern
Amiyah|F|6|modern
Amiylah|F|2|modern
Amiyrah|F|2|modern
Amjad|M|3|modern
Amma|F|3|vintage
Ammaar|M|2|modern
Ammanda|F|2|modern
Ammar|M|4|modern
Ammara|F|2|modern
Ammi|F|2|modern
Ammie|F|4|4
Ammon|M|4|modern
Ammy|F|4|modern
Amna|F|4|modern
Amnah|F|2|modern
Amnen|M?|2|2
Amogh|M|3|modern
Amol|M|2|modern
Amon|M|4|modern
Amoni|F?|4|modern
Amonie|F|2|modern
Amontae|M|2|modern
Amonte|M|3|modern
Amor|F?|4|modern
Amora|F|5|5
Amorah|F|3|3
Amore|F?|4|modern
Amoree|F|2|modern
Amoreena|F|2|2
Amorette|F|3|modern
Amori|U|3|modern
Amoria|F|2|modern
Amorie|F?|2|modern
Amory|M|4|modern
Amos|M|6|vintage
Amour|F?|3|3
Amoura|F|4|4
Amouri|U|2|2
Amparo|F|4|vintage
Amr|M|3|modern
Amra|F|2|modern
Amram|M|2|2
Amran|F?|2|modern
Amreen|F|2|modern
Amri|F?|2|modern
Amrie|F|2|modern
Amrit|U|3|modern
Amrita|F|4|modern
Amritha|F|2|modern
Amro|M|2|modern
Amrom|M|2|modern
Amrutha|F|2|modern
Amryn|F|2|2
Amulya|F|2|modern
Amun|M|2|modern
Amunique|F|2|modern
Amy|F|10|10
Amya|F|6|modern
Amyah|F|4|modern
Amyas|M|2|2
Amybeth|F|2|2
Amye|F|3|3
Amyia|F|3|modern
Amyiah|F|4|modern
Amyjo|F|2|2
Amyla|F|3|modern
Amylah|F|2|modern
Amylee|F|2|modern
Amylia|F|2|modern
Amylynn|F|2|modern
Amyr|M|2|2
Amyra|F|4|modern
Amyrah|F|3|modern
Amyre|F?|2|modern
Amyri|F|2|modern
Amyria|F|2|modern
Amyriah|F|2|modern
Amyrie|F|2|modern
Amzie|F|2|modern
An|U|4|modern
Ana|F|8|modern
