# name-stuff given names
# format: name|gender|frequency|tags
#
Kennedy|U|7|modern
Kenny|M|7|7
Kent|M|7|7
Kerry|U|7|7
Kiara|F|7|modern
Kieran|M|7|modern
Kirk|M|7|7
Kirsten|F|7|modern
Krista|F|7|modern
Kristi|F|7|7
Kristine|F|7|7
Kristopher|M|7|modern
Kristy|F|7|7
Krystal|F|7|modern
Kurt|M|7|7
Kylee|F|7|modern
Lacey|F|7|modern
Lana|F|7|7
Lane|M|7|modern
Laverne|F?|7|vintage
Leila|F|7|modern
Leilani|F|7|modern
Leland|M|7|modern
Leonardo|M|7|modern
Lila|F|7|modern
Lilian|F|7|modern
Liliana|F|7|modern
Lilly|F|7|modern
Lola|F|7|vintage
London|U|7|modern
Lora|F|7|7
Loren|M?|7|7
Lorenzo|M|7|modern
Luca|M|7|7
Lucia|F|7|modern
Lula|F|7|vintage
Luna|F|7|mythological
Luther|M|7|vintage
Lyle|M|7|vintage
Lynda|F|7|7
Lynne|F|7|7
Mable|F|7|vintage
Maeve|F|7|7
Mairéad|F|7|7
Malachi|M|7|modern
Malcolm|M|7|modern
Mallory|F?|7|modern
Mamie|F|7|vintage
Marcella|F|7|vintage
Marco|M|7|modern
Marcos|M|7|modern
Marguerite|F|7|vintage
Marianne|F|7|7
Marshall|M|7|7
Maryann|U|7|7
Mathew|M|7|modern
Maverick|M|7|7
Mckenzie|F|7|modern
Meghan|F|7|modern
Meredith|U|7|modern
Michaela|F|7|modern
Mikayla|F|7|modern
Mila|F|7|modern
Misty|F?|7|7
Monique|F|7|modern
Morris|M|7|vintage
Muriel|F|7|vintage
Mya|F|7|modern
Myles|M|7|modern,mythological
Myra|F|7|7
Nadine|F|7|7
Natalia|F|7|modern
Natasha|F|7|modern
Neal|M|7|7
Nelson|M|7|7
Nevaeh|F|7|modern
Niall|M|7|modern
Nichole|F|7|modern
Nick|U|7|7
Nicola|F|7|7
Nicolas|M|7|modern
Noel|U|7|modern
Noreen|F|7|7
Nova|F|7|7
Olga|F|7|vintage
Olive|F|7|vintage
Ollie|U|7|vintage
Opal|F|7|vintage
Orla|F|7|7
Otis|M|7|vintage
Paisley|F|7|modern
Pat|U|7|7
Patty|F|7|7
Payton|U|7|modern
Pedro|M|7|modern
Perry|M|7|7
Piper|F|7|modern
Pádraig|M|7|7
Quinn|M?|7|modern
Rachael|F|7|modern
Rafael|M|7|modern
Ramon|M|7|modern
Ramona|F|7|7
Raquel|F|7|modern
Raul|M|7|modern
Reagan|U|7|modern
Rebekah|F|7|modern
Reese|U|7|modern
Rene|U|7|7
Rex|M|7|7
Rick|M|7|7
Rickey|M|7|7
River|M|7|7
Robyn|U|7|7
Roman|M|7|modern
Rosalie|F|7|vintage
Rosemarie|F|7|7
Rosie|F|7|vintage
Ross|M|7|modern
Rowan|U|7|modern
Roxanne|F|7|7
Rudolph|M|7|vintage
Rudy|M|7|7
Ryder|M|7|modern
Rylee|F?|7|modern
Sallie|F|7|vintage
Salvatore|M|7|vintage
Sandy|U|7|7
Santiago|M|7|modern
Sawyer|M|7|modern
Selena|F|7|modern
Serenity|F|7|modern
Sergio|M|7|modern
Seán|M|7|7
Shaun|M|7|modern
Shelley|U|7|7
Shelly|U|7|7
Sheri|F|7|7
Sherri|F|7|7
Sheryl|F|7|7
Silas|M|7|modern,mythological
Simon|M|7|modern,mythological
Skyler|U|7|modern
Sonia|F|7|7
Sonya|F|7|7
Stuart|M|7|7
Summer|U|7|modern
Susie|F|7|vintage
Tabitha|F|7|modern
Tanner|M|7|modern
Ted|M|7|7
Terence|M|7|7
Terrance|M|7|modern
Terrence|M|7|7
Tessa|F|7|modern
Tim|M|7|7
Tommie|M?|7|7
Tracey|F?|7|7
Traci|F|7|7
Trent|M|7|modern
Trenton|M|7|modern
Trinity|F?|7|modern
Tucker|M|7|modern
Tyrone|M|7|7
Valentina|F|7|modern
Valeria|F|7|modern,mythological
Velma|F|7|vintage
Verna|F|7|vintage
Vicky|F|7|7
Virgil|M|7|vintage
